Type,Sid,Academic Year,isLocal,UserName,UserPassword
Student,S00618,4,T,Hilliard,Passw0rd
Student,S00619,4,F,Hosea,Passw0rd
Student,S00620,2,F,Lincoln,Passw0rd
Student,S00621,2,F,Lonzo,Passw0rd
Student,S00622,4,F,Lucious,Passw0rd
Student,S00623,2,T,Lum,Passw0rd
Student,S00624,2,T,Malachi,Passw0rd
Student,S00625,1,F,Newt,Passw0rd
Student,S00626,2,F,Noel,Passw0rd
Student,S00627,4,F,Orie,Passw0rd
Student,S00628,3,T,Palmer,Passw0rd
Student,S00629,3,F,Pinkney,Passw0rd
Student,S00630,3,F,Shirley,Passw0rd
Student,S00631,3,F,Sumner,Passw0rd
Student,S00632,3,F,Terry,Passw0rd
Student,S00633,1,T,Urban,Passw0rd
Student,S00634,4,T,Uriah,Passw0rd
Student,S00635,2,T,Valentine,Passw0rd
Student,S00636,4,T,Waldo,Passw0rd
Student,S00637,3,T,Warner,Passw0rd
Student,S00638,2,T,Wong,Passw0rd
Student,S00639,2,T,Zeb,Passw0rd
Student,S00640,1,F,Abel,Passw0rd
Student,S00641,4,F,Alden,Passw0rd
Student,S00642,1,T,Archer,Passw0rd
Student,S00643,2,F,Avery,Passw0rd
Student,S00644,2,T,Carson,Passw0rd
Student,S00645,1,F,Cullen,Passw0rd
Student,S00646,3,T,Doc,Passw0rd
Student,S00647,2,F,Eben,Passw0rd
Student,S00648,4,F,Elige,Passw0rd
Student,S00649,1,F,Elizabeth,Passw0rd
Student,S00650,1,T,Elmore,Passw0rd
Student,S00651,1,F,Ernst,Passw0rd
Student,S00652,4,T,Finis,Passw0rd
Student,S00653,4,F,Freddie,Passw0rd
Student,S00654,3,F,Godfrey,Passw0rd
Student,S00655,2,T,Guss,Passw0rd
Student,S00656,2,T,Hamp,Passw0rd
Student,S00657,3,F,Hermann,Passw0rd
Student,S00658,4,T,Isadore,Passw0rd
Student,S00659,3,T,Isreal,Passw0rd
Student,S00660,3,T,Jones,Passw0rd
Student,S00661,2,F,June,Passw0rd
Student,S00662,3,T,Lacy,Passw0rd
Student,S00663,4,T,Lafe,Passw0rd
Student,S00664,1,F,Leland,Passw0rd
Student,S00665,4,T,Llewellyn,Passw0rd
Student,S00666,4,T,Ludwig,Passw0rd
Student,S00667,1,T,Manford,Passw0rd
Student,S00668,1,T,Maxwell,Passw0rd
Student,S00669,2,T,Minnie,Passw0rd
Student,S00670,1,F,Obie,Passw0rd
Student,S00671,3,T,Octave,Passw0rd
Student,S00672,2,F,Orrin,Passw0rd
Student,S00673,3,T,Ossie,Passw0rd
Student,S00674,2,F,Oswald,Passw0rd
Student,S00675,2,T,Park,Passw0rd
Student,S00676,3,T,Parley,Passw0rd
Student,S00677,2,T,Ramon,Passw0rd
Student,S00678,2,T,Rice,Passw0rd
Student,S00679,4,T,Stonewall,Passw0rd
Student,S00680,2,F,Theo,Passw0rd
Student,S00681,2,F,Tillman,Passw0rd
Student,S00682,1,F,Addie,Passw0rd
Student,S00683,2,T,Aron,Passw0rd
Student,S00684,3,F,Ashley,Passw0rd
Student,S00685,2,F,Bernhard,Passw0rd
Student,S00686,1,T,Bertie,Passw0rd
Student,S00687,4,T,Berton,Passw0rd
Student,S00688,3,F,Buster,Passw0rd
Student,S00689,1,T,Butler,Passw0rd
Student,S00690,4,F,Carleton,Passw0rd
Student,S00691,2,F,Carrie,Passw0rd
Student,S00692,1,T,Clara,Passw0rd
Student,S00693,1,F,Clarance,Passw0rd
Student,S00694,1,T,Clare,Passw0rd
Student,S00695,2,F,Crawford,Passw0rd
Student,S00696,4,T,Danial,Passw0rd
Student,S00697,3,F,Dayton,Passw0rd
Student,S00698,4,T,Dolphus,Passw0rd
Student,S00699,1,F,Elder,Passw0rd
Student,S00700,1,T,Ephriam,Passw0rd
Student,S00701,3,F,Fayette,Passw0rd
Student,S00702,4,F,Felipe,Passw0rd
Student,S00703,4,T,Fernando,Passw0rd
Student,S00704,3,T,Flem,Passw0rd
Student,S00705,3,T,Florence,Passw0rd
Student,S00706,1,T,Ford,Passw0rd
Student,S00707,2,F,Harlan,Passw0rd
Student,S00708,2,T,Hayes,Passw0rd
Student,S00709,4,F,Henery,Passw0rd
Student,S00710,4,F,Hoy,Passw0rd
Student,S00711,2,T,Huston,Passw0rd
Student,S00712,2,T,Ida,Passw0rd
Student,S00713,3,T,Ivory,Passw0rd
Student,S00714,2,T,Jonah,Passw0rd
Student,S00715,1,T,Justin,Passw0rd
Student,S00716,1,T,Lenard,Passw0rd
Student,S00717,3,T,Leopold,Passw0rd
Student,S00718,2,F,Lionel,Passw0rd
Student,S00719,2,F,Manley,Passw0rd
Student,S00720,1,T,Marquis,Passw0rd
Student,S00721,3,T,Marshal,Passw0rd
Student,S00722,2,F,Mart,Passw0rd
Student,S00723,2,F,Odie,Passw0rd
Student,S00724,2,T,Olen,Passw0rd
Student,S00725,2,F,Oral,Passw0rd
Student,S00726,3,T,Orley,Passw0rd
Student,S00727,4,F,Otha,Passw0rd
Student,S00728,2,F,Press,Passw0rd
Student,S00729,1,T,Price,Passw0rd
Student,S00730,3,T,Quincy,Passw0rd
Student,S00731,1,T,Randall,Passw0rd
Student,S00732,2,T,Rich,Passw0rd
Student,S00733,1,T,Richmond,Passw0rd
Student,S00734,3,F,Romeo,Passw0rd
Student,S00735,1,F,Russel,Passw0rd
Student,S00736,1,F,Rutherford,Passw0rd
Student,S00737,4,F,Shade,Passw0rd
Student,S00738,3,F,Shelby,Passw0rd
Student,S00739,2,T,Solon,Passw0rd
Student,S00740,1,F,Thurman,Passw0rd
Student,S00741,4,F,Tilden,Passw0rd
Student,S00742,1,T,Troy,Passw0rd
Student,S00743,4,F,Woodson,Passw0rd
Student,S00744,4,T,Worth,Passw0rd
Student,S00745,2,T,Aden,Passw0rd
Student,S00746,3,T,Alcide,Passw0rd
Student,S00747,3,F,Alf,Passw0rd
Student,S00748,1,T,Algie,Passw0rd
Student,S00749,1,T,Arlie,Passw0rd
Student,S00750,1,F,Bart,Passw0rd
Student,S00751,4,T,Bedford,Passw0rd
Student,S00752,4,T,Benito,Passw0rd
Student,S00753,3,T,Billy,Passw0rd
Student,S00754,4,T,Bird,Passw0rd
Student,S00755,4,F,Birt,Passw0rd
Student,S00756,3,T,Bruno,Passw0rd
Student,S00757,2,T,Burley,Passw0rd
Student,S00758,4,F,Chancy,Passw0rd
Student,S00759,1,F,Claus,Passw0rd
Student,S00760,4,T,Cliff,Passw0rd
Student,S00761,3,T,Clovis,Passw0rd
Student,S00762,2,F,Connie,Passw0rd
Student,S00763,3,F,Creed,Passw0rd
Student,S00764,2,F,Delos,Passw0rd
Student,S00765,3,T,Duke,Passw0rd
Student,S00766,3,T,Eber,Passw0rd
Student,S00767,2,T,Eligah,Passw0rd
Student,S00768,2,F,Elliot,Passw0rd
Student,S00769,3,T,Elton,Passw0rd
Student,S00770,2,F,Emmitt,Passw0rd
Student,S00771,4,F,Gene,Passw0rd
Student,S00772,1,T,Golden,Passw0rd
Student,S00773,1,T,Hal,Passw0rd
Student,S00774,1,F,Hardin,Passw0rd
Student,S00775,3,F,Harman,Passw0rd
Student,S00776,1,F,Hervey,Passw0rd
Student,S00777,1,T,Hollis,Passw0rd
Student,S00778,4,T,Ivey,Passw0rd
Student,S00779,4,F,Jennie,Passw0rd
Student,S00780,1,T,Len,Passw0rd
Student,S00781,4,F,Lindsay,Passw0rd
Student,S00782,1,F,Lonie,Passw0rd
Student,S00783,2,T,Lyle,Passw0rd
Student,S00784,3,F,Mac,Passw0rd
Student,S00785,3,T,Mal,Passw0rd
Student,S00786,1,F,Math,Passw0rd
Student,S00787,3,F,Miller,Passw0rd
Student,S00788,1,T,Orson,Passw0rd
Student,S00789,2,F,Osborne,Passw0rd
Student,S00790,2,T,Percival,Passw0rd
Student,S00791,4,F,Pleas,Passw0rd
Student,S00792,1,F,Ples,Passw0rd
Student,S00793,1,T,Rafael,Passw0rd
Student,S00794,2,T,Raoul,Passw0rd
Student,S00795,3,T,Roderick,Passw0rd
Student,S00796,4,F,Rose,Passw0rd
Student,S00797,1,F,Shelton,Passw0rd
Student,S00798,3,F,Sid,Passw0rd
Student,S00799,4,F,Theron,Passw0rd
Student,S00800,2,F,Tobias,Passw0rd
Student,S00801,1,T,Toney,Passw0rd
Student,S00802,3,F,Tyler,Passw0rd
Student,S00803,3,T,Vance,Passw0rd
Student,S00804,1,T,Vivian,Passw0rd
Student,S00805,4,F,Walton,Passw0rd
Student,S00806,3,F,Watt,Passw0rd
Student,S00807,1,F,Weaver,Passw0rd
Student,S00808,1,F,Wilton,Passw0rd
Student,S00809,4,T,Adolf,Passw0rd
Student,S00810,1,F,Albin,Passw0rd
Student,S00811,1,F,Albion,Passw0rd
Student,S00812,3,T,Allison,Passw0rd
Student,S00813,2,F,Alpha,Passw0rd
Student,S00814,2,F,Alpheus,Passw0rd
Student,S00815,3,F,Anastacio,Passw0rd
Student,S00816,1,F,Andre,Passw0rd
Student,S00817,4,F,Annie,Passw0rd
Student,S00818,2,F,Arlington,Passw0rd
Student,S00819,3,T,Armand,Passw0rd
Student,S00820,1,T,Asberry,Passw0rd
Student,S00821,4,T,Asbury,Passw0rd
Student,S00822,2,F,Asher,Passw0rd
Student,S00823,1,T,Augustin,Passw0rd
Student,S00824,4,F,Auther,Passw0rd
Student,S00825,3,T,Author,Passw0rd
Student,S00826,2,F,Ballard,Passw0rd
Student,S00827,2,F,Blas,Passw0rd
Student,S00828,1,F,Caesar,Passw0rd
Student,S00829,3,T,Candido,Passw0rd
Student,S00830,4,F,Cato,Passw0rd
Student,S00831,2,F,Clarke,Passw0rd
Student,S00832,4,T,Clemente,Passw0rd
Student,S00833,4,F,Colin,Passw0rd
Student,S00834,1,T,Commodore,Passw0rd
Student,S00835,2,T,Cora,Passw0rd
Student,S00836,2,T,Coy,Passw0rd
Student,S00837,1,T,Cruz,Passw0rd
Student,S00838,1,T,Curt,Passw0rd
Student,S00839,3,T,Damon,Passw0rd
Student,S00840,4,F,Davie,Passw0rd
Student,S00841,4,T,Delmar,Passw0rd
Student,S00842,4,T,Dexter,Passw0rd
Student,S00843,1,F,Dora,Passw0rd
Student,S00844,4,T,Doss,Passw0rd
Student,S00845,3,T,Drew,Passw0rd
Student,S00846,3,T,Edson,Passw0rd
Student,S00847,4,F,Elam,Passw0rd
Student,S00848,3,F,Elihu,Passw0rd
Student,S00849,3,F,Eliza,Passw0rd
Student,S00850,2,F,Elsie,Passw0rd
Student,S00851,1,F,Erie,Passw0rd
Student,S00852,3,F,Ernie,Passw0rd
Student,S00853,4,F,Ethel,Passw0rd
Student,S00854,2,F,Ferd,Passw0rd
Student,S00855,4,T,Friend,Passw0rd
Student,S00856,1,T,Garry,Passw0rd
Student,S00857,3,F,Gary,Passw0rd
Student,S00858,3,F,Grace,Passw0rd
Student,S00859,2,T,Gustaf,Passw0rd
Student,S00860,3,F,Hallie,Passw0rd
Student,S00861,4,F,Hampton,Passw0rd
Student,S00862,3,T,Harrie,Passw0rd
Student,S00863,4,T,Hattie,Passw0rd
Student,S00864,1,T,Hence,Passw0rd
Student,S00865,3,T,Hillard,Passw0rd
Student,S00866,1,F,Hollie,Passw0rd
Student,S00867,3,F,Holmes,Passw0rd
Student,S00868,2,T,Hope,Passw0rd
Student,S00869,4,F,Hyman,Passw0rd
Student,S00870,2,F,Ishmael,Passw0rd
Student,S00871,4,F,Jarrett,Passw0rd
Student,S00872,3,T,Jessee,Passw0rd
Student,S00873,3,F,Joeseph,Passw0rd
Student,S00874,3,F,Junious,Passw0rd
Student,S00875,1,T,Kirk,Passw0rd
Student,S00876,1,T,Levy,Passw0rd
Student,S00877,1,F,Mervin,Passw0rd
Student,S00878,1,T,Michel,Passw0rd
Student,S00879,4,F,Milford,Passw0rd
Student,S00880,3,F,Mitchel,Passw0rd
Student,S00881,2,T,Nellie,Passw0rd
Student,S00882,2,F,Noble,Passw0rd
Student,S00883,4,F,Obed,Passw0rd
Student,S00884,1,F,Oda,Passw0rd
Student,S00885,4,T,Orren,Passw0rd
Student,S00886,2,F,Ottis,Passw0rd
Student,S00887,1,F,Rafe,Passw0rd
Student,S00888,1,T,Redden,Passw0rd
Student,S00889,4,F,Reese,Passw0rd
Student,S00890,3,F,Rube,Passw0rd
Student,S00891,3,T,Ruby,Passw0rd
Student,S00892,1,T,Rupert,Passw0rd
Student,S00893,4,F,Salomon,Passw0rd
Student,S00894,4,T,Sammie,Passw0rd
Student,S00895,1,T,Sanders,Passw0rd
Student,S00896,1,T,Soloman,Passw0rd
Student,S00897,2,F,Stacy,Passw0rd
Student,S00898,4,F,Stanford,Passw0rd
Student,S00899,1,T,Stanton,Passw0rd
Student,S00900,3,F,Thad,Passw0rd
Student,S00901,4,T,Titus,Passw0rd
Student,S00902,4,T,Tracy,Passw0rd
Student,S00903,3,T,Vernie,Passw0rd
Student,S00904,3,T,Wendell,Passw0rd
Student,S00905,3,T,Wilhelm,Passw0rd
Student,S00906,4,F,Willian,Passw0rd
Student,S00907,2,F,Yee,Passw0rd
Student,S00908,4,T,Zeke,Passw0rd
Student,S00909,3,T,Ab,Passw0rd
Student,S00910,1,T,Abbott,Passw0rd
Student,S00911,4,T,Agustus,Passw0rd
Student,S00912,2,F,Albertus,Passw0rd
Student,S00913,2,F,Almer,Passw0rd
Student,S00914,4,F,Alphonso,Passw0rd
Student,S00915,1,F,Alvia,Passw0rd
Student,S00916,2,T,Artie,Passw0rd
Student,S00917,4,F,Arvid,Passw0rd
Student,S00918,1,F,Ashby,Passw0rd
Student,S00919,2,T,Augusta,Passw0rd
Student,S00920,2,T,Aurthur,Passw0rd
Student,S00921,1,T,Babe,Passw0rd
Student,S00922,3,T,Baldwin,Passw0rd
Student,S00923,1,F,Barnett,Passw0rd
Student,S00924,3,F,Bartholomew,Passw0rd
Student,S00925,1,F,Barton,Passw0rd
Student,S00926,4,F,Bernie,Passw0rd
Student,S00927,2,T,Blaine,Passw0rd
Student,S00928,4,F,Boston,Passw0rd
Student,S00929,4,F,Brad,Passw0rd
Student,S00930,3,T,Bradford,Passw0rd
Student,S00931,4,F,Bradley,Passw0rd
Student,S00932,3,F,Brooks,Passw0rd
Student,S00933,4,F,Buck,Passw0rd
Student,S00934,3,F,Budd,Passw0rd
Student,S00935,4,F,Ceylon,Passw0rd
Student,S00936,1,T,Chalmers,Passw0rd
Student,S00937,1,T,Chesley,Passw0rd
Student,S00938,1,T,Chin,Passw0rd
Student,S00939,3,T,Cleo,Passw0rd
Student,S00940,1,T,Crockett,Passw0rd
Student,S00941,2,T,Cyril,Passw0rd
Student,S00942,2,T,Daisy,Passw0rd
Student,S00943,3,F,Denver,Passw0rd
Student,S00944,4,T,Dow,Passw0rd
Student,S00945,3,T,Duff,Passw0rd
Student,S00946,2,T,Edie,Passw0rd
Student,S00947,4,F,Edith,Passw0rd
Student,S00948,1,F,Elick,Passw0rd
Student,S00949,1,F,Elie,Passw0rd
Student,S00950,2,T,Eliga,Passw0rd
Student,S00951,4,T,Eliseo,Passw0rd
Student,S00952,3,F,Elroy,Passw0rd
Student,S00953,2,F,Ely,Passw0rd
Student,S00954,2,F,Ennis,Passw0rd
Student,S00955,3,T,Enrique,Passw0rd
Student,S00956,2,F,Erasmus,Passw0rd
Student,S00957,2,T,Esau,Passw0rd
Student,S00958,4,T,Everette,Passw0rd
Student,S00959,1,T,Firman,Passw0rd
Student,S00960,3,T,Fleming,Passw0rd
Student,S00961,3,T,Flora,Passw0rd
Student,S00962,3,T,Gardner,Passw0rd
Student,S00963,4,F,Gee,Passw0rd
Student,S00964,2,F,Gorge,Passw0rd
Student,S00965,4,T,Gottlieb,Passw0rd
Student,S00966,2,F,Gregorio,Passw0rd
Student,S00967,3,F,Gregory,Passw0rd
Student,S00968,1,T,Gustavus,Passw0rd
Student,S00969,3,T,Halsey,Passw0rd
Student,S00970,2,F,Handy,Passw0rd
Student,S00971,2,F,Hardie,Passw0rd
Student,S00972,1,T,Harl,Passw0rd
Student,S00973,2,T,Hayden,Passw0rd
Student,S00974,3,F,Hays,Passw0rd
Student,S00975,4,F,Hermon,Passw0rd
Student,S00976,3,F,Hershel,Passw0rd
Student,S00977,4,T,Holly,Passw0rd
Student,S00978,1,F,Hosteen,Passw0rd
Student,S00979,3,F,Hoyt,Passw0rd
Student,S00980,2,F,Hudson,Passw0rd
Student,S00981,2,T,Huey,Passw0rd
Student,S00982,4,T,Humphrey,Passw0rd
Student,S00983,4,F,Hunt,Passw0rd
Student,S00984,3,F,Hyrum,Passw0rd
Student,S00985,3,F,Irven,Passw0rd
Student,S00986,3,F,Isam,Passw0rd
Student,S00987,2,T,Ivy,Passw0rd
Student,S00988,1,F,Jabez,Passw0rd
Student,S00989,1,T,Jewel,Passw0rd
Student,S00990,1,F,Jodie,Passw0rd
Student,S00991,1,F,Judd,Passw0rd
Student,S00992,1,T,Julious,Passw0rd
Student,S00993,2,F,Justice,Passw0rd
Student,S00994,4,F,Katherine,Passw0rd
Student,S00995,1,T,Kelly,Passw0rd
Student,S00996,1,F,Kit,Passw0rd
Student,S00997,4,F,Knute,Passw0rd
Student,S00998,4,T,Lavern,Passw0rd
Student,S00999,4,F,Lawyer,Passw0rd
